tss,chromosome,tss_pos,promoter,enhancer,e_count
NM_001008218,chr1,104292462,chr1:104197324-104199324;chr1:104237889-104239889;chr1:104291462-104293462,NA,0
NM_001008219,chr1,104198271,chr1:104197271-104199271;chr1:104237942-104239942;chr1:104291409-104293409,NA,0
NM_001008219,chr1,104238942,chr1:104197271-104199271;chr1:104237942-104239942;chr1:104291409-104293409,NA,0
NM_001008219,chr1,104292409,chr1:104197271-104199271;chr1:104237942-104239942;chr1:104291409-104293409,NA,0
NM_001008221,chr1,104198140,chr1:104197140-104199140;chr1:104238073-104240073;chr1:104291278-104293278,NA,0
NM_001008221,chr1,104239073,chr1:104197140-104199140;chr1:104238073-104240073;chr1:104291278-104293278,NA,0
NM_001008221,chr1,104292278,chr1:104197140-104199140;chr1:104238073-104240073;chr1:104291278-104293278,NA,0
NM_001008493;NM_018212,chr1,225840845,chr1:225839845-225841845,chr1:225778250-225778416;chr1:225845408-225845613;chr1:225895377-225895885;chr1:225934674-225934968,4
NM_001008536,chr1,152061540,chr1:152060540-152062540,chr1:151795693-151795913,1
NM_001008661;NM_001008662;NM_001162536;NM_019610,chr1,89458643,chr1:89457643-89459643,chr1:89743448-89743593;chr1:89819962-89820089,2
NM_001008740,chr1,40713572,chr1:40712572-40714572,chr1:40245457-40245674,1
NM_001008800;NM_005998,chr1,156308206,chr1:156307206-156309206,chr1:156629760-156630406,1
NM_001009566;NM_014944,chr1,9884584,chr1:9883584-9885584,chr1:9912448-9912800,1
NM_001009568;NM_001304579;NM_014474,chr1,28261465,chr1:28260465-28262465,NA,0
NM_001009611,chr1,12946025,chr1:12945025-12947025,NA,0
NM_001009881;NM_015269,chr1,53018762,chr1:53017762-53019762,chr1:52885344-52885737;chr1:53020482-53020832;chr1:53101245-53101408;chr1:53102510-53103405;chr1:53107017-53107249,5
NM_001009931,chr1,152196672,chr1:152195672-152197672,chr1:151913142-151913275;chr1:152137288-152137323;chr1:152569943-152570201,3
NM_001009955;NM_018070;NM_145716,chr1,54872068,chr1:54871068-54873068,chr1:54766230-54766370;chr1:54873075-54873515;chr1:54941159-54941412;chr1:54953784-54954325,4
NM_001009992,chr1,182030847,chr1:182029847-182031847,NA,0
NM_001009999;NM_015013,chr1,23345940,chr1:23344940-23346940,NA,0
NM_001010846,chr1,154474526,chr1:154473526-154475526,chr1:154468503-154468634,1
NM_001010847,chr1,13840242,chr1:13839242-13841242,NA,0
NM_001010857,chr1,153175905,chr1:153174905-153176905,NA,0
NM_001010858,chr1,228675067,chr1:228674067-228676067,NA,0
NM_001010861;NM_001037317,chr1,99470449,chr1:99469449-99471449,chr1:99935284-99935512,1
NM_001010866;NM_001130924,chr1,9648931,chr1:9647931-9649931,NA,0
NM_001010867,chr1,228353508,chr1:228352508-228354508,chr1:227953974-227954299,1
NM_001010881,chr1,11822249,chr1:11821249-11823249,NA,0
NM_001010883,chr1,109102970,chr1:109101970-109103970,chr1:108606399-108606634;chr1:108617640-108617970;chr1:108622242-108622251;chr1:108650339-108650754;chr1:108661190-108661332;chr1:108673419-108673672;chr1:108695322-108695861;chr1:109100040-109100237;chr1:109104473-109104583;chr1:109127044-109127234;chr1:109133120-109133338;chr1:109133637-109134097;chr1:109246671-109246905,13
NM_001010889,chr1,13007406,chr1:13006406-13008406;chr1:13358832-13360832,NA,0
NM_001010889,chr1,13359832,chr1:13006406-13008406;chr1:13358832-13360832,NA,0
NM_001010890;NM_001300891,chr1,13002353,chr1:13001353-13003353,NA,0
NM_001010898,chr1,110693135,chr1:110692135-110694135,chr1:110672728-110673048;chr1:110694968-110695154,2
NM_001010922,chr1,114430169,chr1:114429169-114431169,NA,0
NM_001010926,chr1,2461684,chr1:2460684-2462684,chr1:2059932-2059994;chr1:2254081-2254230;chr1:2772559-2772713,3
NM_001010935;NM_002884,chr1,112162404,chr1:112161404-112163404,chr1:111735402-111735659;chr1:111735691-111736003;chr1:111758440-111759106;chr1:111764327-111764759;chr1:112013331-112014031;chr1:112048437-112048734;chr1:112050044-112050594;chr1:112058341-112058601;chr1:112058803-112059167;chr1:112135698-112135869;chr1:112163826-112164071;chr1:112196411-112196803;chr1:112276731-112276883,13
NM_001010969;NM_001308102,chr1,47603096,chr1:47602096-47604096,NA,0
NM_001010971,chr1,84764048,chr1:84763048-84765048,chr1:84744562-84744926;chr1:84757421-84757614;chr1:84891288-84891509,3
NM_001010978;NM_001276392;NM_001276393;NM_001276394;NM_001276395,chr1,54483859,chr1:54482859-54484859,NA,0
NM_001010979,chr1,154178841,chr1:154177841-154179841,NA,0
NM_001010980,chr1,24882566,chr1:24881566-24883566,chr1:24890021-24890356,1
NM_001010984;NM_032018,chr1,231473681,chr1:231472681-231474681,chr1:231113054-231113423;chr1:231347338-231347496;chr1:231665787-231666093,3
NM_001010985;NM_001265613,chr1,109849663,chr1:109848663-109850663,NA,0
NM_001011547;NM_001135181,chr1,48688356,chr1:48687356-48689356,NA,0
NM_001011722;NM_001319837,chr1,17907047,chr1:17906047-17908047,NA,0
NM_001012,chr1,45241245,chr1:45240245-45242245,NA,0
NM_001012276;NM_001012277,chr1,12976466,chr1:12975466-12977466;chr1:13389748-13391748;chr1:13610533-13612533,NA,0
NM_001012276;NM_001012277,chr1,13390748,chr1:12975466-12977466;chr1:13389748-13391748;chr1:13610533-13612533,NA,0
NM_001012276;NM_001012277,chr1,13611533,chr1:12975466-12977466;chr1:13389748-13391748;chr1:13610533-13612533,NA,0
NM_001012329;NM_020248,chr1,9970316,chr1:9969316-9971316,NA,0
NM_001012331;NM_002529,chr1,156830670,chr1:156829670-156831670,NA,0
NM_001012425,chr1,92683572,chr1:92682572-92684572,NA,0
NM_001012758,chr1,145589435,chr1:145588435-145590435,NA,0
NM_001012957;NM_001012958;NM_001012959;NM_001164537;NM_001164538;NM_001164539;NM_001164540;NM_001164541;NM_001164542;NM_001164544;NM_001164545;NM_001164546;NM_001164547;NM_001164548;NM_001164549;NM_001164550;NM_001164551;NM_001164552;NM_001164553;NM_001164554;NM_001164555;NM_001164556;NM_018662,chr1,231762560,chr1:231761560-231763560,chr1:231630305-231630490;chr1:231638682-231638875;chr1:231665787-231666093;chr1:231720748-231721061;chr1:231860737-231860947;chr1:231862401-231862670;chr1:231868761-231869568;chr1:232073278-232073500;chr1:232117893-232118046,9
NM_001012970,chr1,244515936,chr1:244514936-244516936,chr1:244894306-244894456,1
NM_001012985,chr1,234509428,chr1:234508428-234510428,NA,0
NM_001013355,chr1,248684947,chr1:248683947-248685947,chr1:248634866-248635240,1
NM_001013407,chr1,13117751,chr1:13116751-13118751;chr1:13358818-13360818,NA,0
NM_001013407,chr1,13359818,chr1:13116751-13118751;chr1:13358818-13360818,NA,0
NM_001013615,chr1,46669005,chr1:46668005-46670005,chr1:46351629-46351956;chr1:46689426-46689696,2
NM_001013625,chr1,161337673,chr1:161336673-161338673,chr1:161502624-161502920,1
NM_001013630,chr1,12704565,chr1:12703565-12705565,chr1:12485613-12485784;chr1:12493910-12494304;chr1:12513404-12513748;chr1:12781566-12781783,4
NM_001013631,chr1,12908609,chr1:12907609-12909609,NA,0
NM_001013632,chr1,45272957,chr1:45271957-45273957,chr1:44951424-44951733;chr1:45736280-45736487;chr1:45738634-45738975,3
NM_001013641,chr1,16068986,chr1:16067986-16069986,NA,0
NM_001013642,chr1,27320194,chr1:27319194-27321194,chr1:27321452-27321840;chr1:27353661-27353962;chr1:27625914-27626081,3
NM_001013643;NR_149353,chr1,117236733,chr1:117235733-117237733,NA,0
NM_001013644;NM_001348152,chr1,149288353,chr1:149287353-149289353,NA,0
NM_001013660,chr1,100231349,chr1:100230349-100232349,NA,0
NM_001013661,chr1,159832447,chr1:159831447-159833447,NA,0
NM_001013693,chr1,22138757,chr1:22137757-22139757,NA,0
NM_001014291,chr1,153123427,chr1:153122427-153124427,NA,0
NM_001014342,chr1,152332482,chr1:152331482-152333482,NA,0
NM_001014434,chr1,197881634,chr1:197880634-197882634,NA,0
NM_001014443;NM_001319847;NM_001319848;NM_012475,chr1,161129253,chr1:161128253-161130253,NA,0
NM_001014450,chr1,153085991,chr1:153084991-153086991,NA,0
NM_001014765;NM_033182;NM_183413,chr1,11714913,chr1:11713913-11715913,chr1:11761755-11762049,1
NM_001014796;NM_006182,chr1,162602170,chr1:162601170-162603170,chr1:162709795-162709973;chr1:162846595-162846764;chr1:163005587-163006022,3
NM_001014839;NM_001014841;NM_014284,chr1,36023392,chr1:36022392-36024392,NA,0
NM_001014980,chr1,1182102,chr1:1181102-1183102,NA,0
NM_001017365;NM_001017366,chr1,207262186,chr1:207261186-207263186,NA,0
NM_001017367,chr1,207262627,chr1:207261627-207263627,NA,0
NM_001017402,chr1,209824679,chr1:209823679-209825679,chr1:209571959-209572357;chr1:209806744-209806957;chr1:209820544-209820823;chr1:209822403-209823008;chr1:209828801-209829023;chr1:209829183-209829498;chr1:209830400-209831026;chr1:209831470-209831550;chr1:209832170-209832305;chr1:209833148-209833823;chr1:209841164-209841607;chr1:209909843-209910309;chr1:209921200-209921357;chr1:209934463-209934573;chr1:209938931-209939742;chr1:210058060-210058292,16
NM_001017403,chr1,202163117,chr1:202162117-202164117,chr1:201904072-201904465;chr1:202016172-202016526,2
NM_001017404,chr1,202183282,chr1:202182282-202184282,chr1:201987611-201988279;chr1:202075010-202075191;chr1:202077636-202077876,3
NM_001017415;NM_001017416,chr1,62901974,chr1:62900974-62902974,chr1:62416847-62417238;chr1:62698531-62698618;chr1:62928310-62928608;chr1:62948948-62949316,4
NM_001017418,chr1,153044084,chr1:153043084-153045084,NA,0
NM_001017424,chr1,215178884,chr1:215177884-215179884,chr1:215006647-215006892;chr1:215130656-215131050;chr1:215198285-215198630,3
NM_001017425;NM_014217,chr1,215256559,chr1:215255559-215257559,chr1:215006647-215006892;chr1:215011690-215012052;chr1:215130656-215131050;chr1:215132018-215132196;chr1:215198285-215198630,5
NM_001017434;NM_170725,chr1,249200441,chr1:249199441-249201441,NA,0
NM_001017922,chr1,43282775,chr1:43281775-43283775,chr1:43400932-43401203;chr1:43402214-43402581;chr1:43402778-43403133;chr1:43406108-43407009;chr1:43407355-43407700,5
NM_001017961;NM_001320302;NR_135199,chr1,166135992,chr1:166134992-166136992,NA,0
NM_001017975,chr1,91870426,chr1:91869426-91871426,NA,0
NM_001017977;NM_001198956;NM_001198957;NM_001349773;NM_001349775;NM_001349776;NM_001349777;NM_001349779;NM_001349780;NM_018442;NR_146228;NR_146229;NR_146230,chr1,167905796,chr1:167904796-167906796,NA,0
NM_001017999,chr1,15272414,chr1:15271414-15273414,NA,0
NM_001018000,chr1,15250624,chr1:15249624-15251624,chr1:14848264-14848527,1
NM_001018001,chr1,15256295,chr1:15255295-15257295,chr1:14848264-14848527,1
NM_001018016;NM_001018017;NM_001044390;NM_001044391;NM_001044392;NM_001044393;NM_001204285;NM_001204286;NM_001204287;NM_001204288;NM_001204289;NM_001204290;NM_001204291;NM_001204292;NM_001204293;NM_001204294;NM_001204295;NM_001204296;NM_001204297;NM_002456,chr1,155162706,chr1:155161706-155163706,NA,0
NM_001018053;NM_006212,chr1,207226619,chr1:207225619-207227619,NA,0
NM_001018054;NM_004631;NM_017522;NM_033300,chr1,53793821,chr1:53792821-53794821,NA,0
NM_001018067;NM_001018068;NM_001018069;NM_015640,chr1,67896123,chr1:67895123-67897123,NA,0
NM_001018837;NM_006118,chr1,154245038,chr1:154244038-154246038,NA,0
NM_001020658;NM_014676,chr1,31538564,chr1:31537564-31539564,chr1:31232736-31232923;chr1:31976608-31977048,2
NM_001024209,chr1,153067004,chr1:153066004-153068004,NA,0
NM_001024210,chr1,153606568,chr1:153605568-153607568,chr1:153526279-153526545,1
NM_001024211,chr1,153600117,chr1:153599117-153601117,chr1:153541018-153541368,1
NM_001024212,chr1,153599744,chr1:153598744-153600744,chr1:153541018-153541368;chr1:153583449-153583810,2
NM_001024213,chr1,153599524,chr1:153598524-153600524,chr1:153541018-153541368;chr1:153583449-153583810,2
NM_001024215,chr1,16090993,chr1:16089993-16091993,chr1:16125579-16125747,1
NM_001024216,chr1,16085254,chr1:16084254-16086254,chr1:16125579-16125747,1
NM_001024226;NM_001658,chr1,228270360,chr1:228269360-228271360,chr1:228124828-228124930;chr1:228273480-228273740,2
NM_001024227;NM_001024228,chr1,228270850,chr1:228269850-228271850,chr1:228124828-228124930;chr1:228273480-228273740,2
NM_001024594,chr1,197871681,chr1:197870681-197872681,chr1:198124316-198124670,1
NM_001024598,chr1,6304251,chr1:6303251-6305251,NA,0
NM_001024599;NM_001161334,chr1,149783928,chr1:149782928-149784928,NA,0
NM_001024601,chr1,213020991,chr1:213019991-213021991,chr1:212840606-212841015,1
NM_001024661;NM_001291380,chr1,13452656,chr1:13451656-13453656;chr1:13672511-13674511,NA,0
NM_001024661;NM_001291380,chr1,13673511,chr1:13451656-13453656;chr1:13672511-13674511,NA,0
NM_001024679,chr1,152691997,chr1:152690997-152692997,chr1:152569943-152570201;chr1:152927734-152927742,2
NM_001024732;NM_001349711;NM_001349712;NM_001349713;NM_001349714;NM_001349715;NM_001349716;NM_001349717;NM_016011;NR_146212;NR_146213;NR_146214;NR_146215,chr1,29557470,chr1:29556470-29558470,NA,0
NM_001024845,chr1,44497164,chr1:44496164-44498164,chr1:44380893-44381202,1
NM_001024940;NM_001134855;NM_016102,chr1,228604583,chr1:228603583-228605583,chr1:228398942-228399222;chr1:228633222-228633907;chr1:228634060-228634141,3
NM_001024948;NM_001164473;NM_017737,chr1,93913687,chr1:93912687-93914687,chr1:93914812-93914954;chr1:94007993-94008357;chr1:94133922-94134283;chr1:94189333-94189558;chr1:94244939-94245309,5
NM_001025107,chr1,154600456,chr1:154599456-154601456,NA,0
NM_001025109;NM_001773,chr1,208084683,chr1:208083683-208085683,chr1:208021631-208021781;chr1:208078027-208078145;chr1:208081540-208081662;chr1:208085821-208086214;chr1:208086954-208087327,5
NM_001025197;NM_004000,chr1,111770280,chr1:111769280-111771280,NA,0
NM_001025199,chr1,111772332,chr1:111771332-111773332,chr1:111745467-111745610;chr1:111758440-111759106;chr1:111762260-111762740;chr1:111764327-111764759;chr1:112143517-112143622,5
NM_001025231,chr1,152730505,chr1:152729505-152731505,NA,0
NM_001025247;NM_014409,chr1,229761794,chr1:229760794-229762794,chr1:229388898-229389111;chr1:229692979-229693368,2
NM_001025598;NM_181720,chr1,161039760,chr1:161038760-161040760,chr1:160674845-160675222;chr1:160677742-160679048;chr1:160711095-160711588;chr1:160713171-160713322;chr1:160714037-160714549;chr1:160759511-160759977;chr1:160767869-160768231;chr1:160790939-160791134;chr1:160807359-160807588;chr1:160972513-160972848;chr1:160982920-160983992;chr1:161037907-161038726;chr1:161155098-161155533;chr1:161155908-161155971;chr1:161359666-161360218;chr1:161500608-161500899,16
NM_001029882,chr1,27930005,chr1:27929005-27931005,chr1:27916292-27916674;chr1:27924204-27924421,2
NM_001029885,chr1,1260142,chr1:1259142-1261142,chr1:956563-956812,1
NM_001030,chr1,153963230,chr1:153962230-153964230,chr1:154359135-154359469,1
NM_001030287,chr1,212738675,chr1:212737675-212739675,chr1:212576325-212576581;chr1:212650622-212650921;chr1:212654863-212655019;chr1:212655370-212655477;chr1:212656151-212656660;chr1:212658172-212658571;chr1:212659054-212659720;chr1:212661846-212662402;chr1:212664582-212665088;chr1:212669050-212669444;chr1:212705777-212706412;chr1:212769584-212769966;chr1:212808477-212808830;chr1:212809966-212810356;chr1:212841280-212841455;chr1:212856011-212856573,16
NM_001031672;NM_001353353;NM_001353354;NM_001353356;NR_148414,chr1,54665774,chr1:54664774-54666774,NA,0
NM_001031680,chr1,25291501,chr1:25290501-25292501,chr1:25251631-25252076;chr1:25252124-25252306,2
NM_001031685;NM_005426,chr1,224033674,chr1:224032674-224034674,chr1:223901276-223901546;chr1:223903033-223903347;chr1:223904365-223904567;chr1:223914239-223914747;chr1:223964690-223965055;chr1:224014874-224015267;chr1:224019430-224020596;chr1:224022197-224022347;chr1:224023477-224023773;chr1:224240602-224240763;chr1:224356788-224356993,11
NM_001031693;NM_001036645;NM_001036646;NR_027404,chr1,70820492,chr1:70819492-70821492,NA,0
NM_001031694,chr1,41627104,chr1:41626104-41628104,chr1:41633074-41633562;chr1:41650800-41651168;chr1:41914594-41914877,3
NM_001031725,chr1,200639126,chr1:200638126-200640126,chr1:200321353-200321596;chr1:200323350-200323623;chr1:200596859-200596971;chr1:200597363-200597666;chr1:200611653-200611882,5
NM_001031740;NM_001113482,chr1,38259773,chr1:38258773-38260773,NA,0
NM_001031800;NM_152902,chr1,168148082,chr1:168147082-168149082,NA,0
NM_001032363;NM_001204082;NM_001204083;NM_001204088;NM_001204089;NR_033757;NR_033758,chr1,19923470,chr1:19922470-19924470,NA,0
NM_001032730;NM_032236,chr1,22109692,chr1:22108692-22110692,chr1:22366226-22366841,1
NM_001033025;NM_001261440;NM_001261441;NM_001261442;NM_001439;NR_048570,chr1,101360735,chr1:101359735-101361735,NA,0
NM_001033044;NM_002065,chr1,182361341,chr1:182360341-182362341,chr1:181998739-181999134;chr1:182113385-182113953;chr1:182114686-182114888;chr1:182115300-182115596;chr1:182116340-182116866;chr1:182118170-182119053;chr1:182140043-182140424;chr1:182143008-182143387;chr1:182163095-182163338;chr1:182228543-182228906;chr1:182250775-182250951;chr1:182363463-182363693;chr1:182764012-182764230,13
NM_001033056,chr1,182360539,chr1:182359539-182361539,chr1:181998739-181999134;chr1:182113385-182113953;chr1:182114686-182114888;chr1:182115300-182115596;chr1:182116340-182116866;chr1:182118170-182119053;chr1:182140043-182140424;chr1:182143008-182143387;chr1:182163095-182163338;chr1:182228543-182228906;chr1:182250775-182250951;chr1:182363463-182363693;chr1:182764012-182764230,13
NM_001033081;NM_001033082;NM_005376,chr1,40367687,chr1:40366687-40368687,chr1:40331340-40331501,1
NM_001033581,chr1,2004900,chr1:2003900-2005900,chr1:1772108-1772256;chr1:1840449-1840835;chr1:1952050-1952360,3
NM_001033582,chr1,2036154,chr1:2035154-2037154,NA,0
NM_001033667;NM_002348,chr1,160765863,chr1:160764863-160766863,chr1:160402251-160402521;chr1:160407857-160407975;chr1:160530737-160530863;chr1:160759511-160759977;chr1:160767340-160767450;chr1:160767869-160768231;chr1:160790939-160791134;chr1:160807359-160807588;chr1:161155098-161155533,9
NM_001033910,chr1,211500147,chr1:211499147-211501147,chr1:211517513-211517976,1
NM_001034023;NM_001034024;NM_019100,chr1,44679124,chr1:44678124-44680124,NA,0
NM_001034077;NM_003548,chr1,149804220,chr1:149803220-149805220;chr1:149831725-149833725,NA,0
NM_001034077;NM_003548,chr1,149832725,chr1:149803220-149805220;chr1:149831725-149833725,NA,0
NM_001035,chr1,237205701,chr1:237204701-237206701,chr1:237435467-237435795;chr1:237509665-237509877;chr1:237645107-237645291,3
NM_001035230,chr1,174844655,chr1:174843655-174845655,NA,0
NM_001035511;NM_001035512;NM_001035513;NM_001278172;NM_003001;NR_103459,chr1,161284165,chr1:161283165-161285165,NA,0
NM_001037175;NM_017982,chr1,223537544,chr1:223536544-223538544,NA,0
NM_001037277,chr1,235491752,chr1:235490752-235492752,NA,0
NM_001037339,chr1,66797790,chr1:66796790-66798790,chr1:66472257-66472674;chr1:66709580-66709765;chr1:66714465-66714786;chr1:66716160-66716649;chr1:66717339-66717678;chr1:66724458-66724790;chr1:66736293-66736539;chr1:66747978-66748387;chr1:66782459-66782839;chr1:66793414-66793646;chr1:66800202-66800555;chr1:66815726-66816360;chr1:66817705-66818086;chr1:66849393-66849557;chr1:66850101-66850481;chr1:66859299-66859884;chr1:66862032-66862547;chr1:66862994-66863164;chr1:66863786-66863913;chr1:66867082-66867248;chr1:66878388-66878620;chr1:66881077-66881511;chr1:66881715-66881835;chr1:66886649-66886910;chr1:66904732-66904991;chr1:66910997-66911424;chr1:66954948-66955119;chr1:67029939-67030347;chr1:67198280-67198800,29
