enhancer,tss,gene
chr1:12193120-12193399,NM_001243,TNFRSF8
chr1:12210430-12211346,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12210430-12211346,NM_001286,CLCN6
chr1:12210430-12211346,NM_018438,FBXO6
chr1:12210430-12211346,NM_005957,MTHFR
chr1:12210430-12211346,NM_001066,TNFRSF1B
chr1:12213128-12213883,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12213128-12213883,NM_001286,CLCN6
chr1:12213128-12213883,NM_018438,FBXO6
chr1:12213128-12213883,NM_001127660;NM_014874,MFN2
chr1:12213128-12213883,NM_005957,MTHFR
chr1:12213128-12213883,NM_001066,TNFRSF1B
chr1:12221931-12222397,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12221931-12222397,NM_001286,CLCN6
chr1:12221931-12222397,NM_018438,FBXO6
chr1:12221931-12222397,NM_001127660;NM_014874,MFN2
chr1:12221931-12222397,NM_005957,MTHFR
chr1:12221931-12222397,NM_001066,TNFRSF1B
chr1:12225396-12225718,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12225396-12225718,NM_001286,CLCN6
chr1:12225396-12225718,NM_001127660;NM_014874,MFN2
chr1:12225396-12225718,NM_005957,MTHFR
chr1:12225396-12225718,NM_001066,TNFRSF1B
chr1:12231693-12231881,NM_021933,MIIP
chr1:12231693-12231881,NM_005957,MTHFR
chr1:12231693-12231881,NM_001066,TNFRSF1B
chr1:12231693-12231881,NM_015378;NM_018156,VPS13D
chr1:12232096-12232448,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12232096-12232448,NM_001286,CLCN6
chr1:12232096-12232448,NM_001127660;NM_014874,MFN2
chr1:12232096-12232448,NM_005957,MTHFR
chr1:12232096-12232448,NM_001066,TNFRSF1B
chr1:12233600-12234159,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12233600-12234159,NM_001286,CLCN6
chr1:12233600-12234159,NM_005957,MTHFR
chr1:12233600-12234159,NM_001066,TNFRSF1B
chr1:12233600-12234159,NM_015378;NM_018156,VPS13D
chr1:12235070-12235463,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12235070-12235463,NM_001286,CLCN6
chr1:12235070-12235463,NM_005957,MTHFR
chr1:12235070-12235463,NM_001066,TNFRSF1B
chr1:12236326-12236421,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12236326-12236421,NM_001066,TNFRSF1B
chr1:12237719-12238747,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12237719-12238747,NM_001286,CLCN6
chr1:12237719-12238747,NM_005957,MTHFR
chr1:12237719-12238747,NM_001066,TNFRSF1B
chr1:12237719-12238747,NM_015378;NM_018156,VPS13D
chr1:12238984-12239461,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12238984-12239461,NM_001286,CLCN6
chr1:12238984-12239461,NM_005957,MTHFR
chr1:12238984-12239461,NM_001066,TNFRSF1B
chr1:12238984-12239461,NM_015378;NM_018156,VPS13D
chr1:12240401-12240902,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12240401-12240902,NM_001286,CLCN6
chr1:12240401-12240902,NM_005957,MTHFR
chr1:12240401-12240902,NM_001066,TNFRSF1B
chr1:12243852-12244671,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12243852-12244671,NM_001286,CLCN6
chr1:12243852-12244671,NM_005957,MTHFR
chr1:12243852-12244671,NM_001066,TNFRSF1B
chr1:12243852-12244671,NM_015378;NM_018156,VPS13D
chr1:12245348-12245387,NM_001040194;NM_001040195;NM_001040196;NM_001040197;NM_020350,AGTRAP
chr1:12245348-12245387,NM_005957,MTHFR
chr1:12245348-12245387,NM_001066,TNFRSF1B
chr1:12485613-12485784,NM_001013630,AADACL4
chr1:12485613-12485784,NM_023013,PRAMEF1
chr1:12493910-12494304,NM_001013630,AADACL4
chr1:12508783-12509005,NM_004753,DHRS3
chr1:12509354-12509466,NM_004753,DHRS3
chr1:12513404-12513748,NM_001013630,AADACL4
chr1:12513404-12513748,NM_015378;NM_018156,VPS13D
chr1:12546528-12546819,NM_004753,DHRS3
chr1:12599928-12600179,NM_004753,DHRS3
chr1:12600525-12600853,NM_004753,DHRS3
chr1:12609717-12610039,NM_004753,DHRS3
chr1:12616547-12616769,NM_004753,DHRS3
chr1:12781566-12781783,NM_001013630,AADACL4
chr1:1348685-1348696,NM_001039211,ATAD3C
chr1:1348685-1348696,NM_001145210,LOC441869
chr1:1348685-1348696,NM_001146685,TMEM88B
chr1:1348685-1348696,NM_004195;NM_148901;NM_148902,TNFRSF18
chr1:1348685-1348696,NM_003327,TNFRSF4
chr1:1368471-1368786,NM_004421,DVL1
chr1:1368471-1368786,NM_001145210,LOC441869
chr1:1368471-1368786,NM_001198995,NADK
chr1:1368471-1368786,NM_001205252,RNF223
chr1:1368471-1368786,NM_001146685,TMEM88B
chr1:1368471-1368786,NM_022834;NM_199121,VWA1
chr1:13917058-13917313,NM_001006624;NM_001006625,PDPN
chr1:13917058-13917313,NM_001007257,PRDM2
chr1:13931629-13932064,NM_001006624;NM_001006625,PDPN
chr1:13931629-13932064,NM_001007257,PRDM2
chr1:13949833-13950153,NM_001006624;NM_001006625,PDPN
chr1:13949833-13950153,NM_001007257,PRDM2
chr1:14027926-14028325,NM_001135610;NM_012231;NM_015866;NM_001007257,PRDM2
chr1:14029077-14029879,NM_001135610;NM_012231;NM_015866;NM_001007257,PRDM2
chr1:14054762-14055166,NM_001135610;NM_012231;NM_015866;NM_001007257,PRDM2
chr1:144533627-144534178,NM_001002811,PDE4DIP
chr1:144536201-144536370,NM_001195260,PDE4DIP
chr1:144871122-144871347,NM_001039703,NBPF10
chr1:144871122-144871347,NM_203458,NOTCH2NL
chr1:144871122-144871347,NM_001195260;NM_001198832,PDE4DIP
chr1:144871122-144871347,NM_004892,SEC22B
chr1:144908312-144908601,NM_001039703,NBPF10
chr1:144908312-144908601,NM_203458,NOTCH2NL
chr1:144908312-144908601,NM_001195260;NM_001198832,PDE4DIP
chr1:144908312-144908601,NM_004892,SEC22B
chr1:144908806-144909147,NM_001039703,NBPF10
chr1:144908806-144909147,NM_203458,NOTCH2NL
chr1:144908806-144909147,NM_001195260;NM_001198832,PDE4DIP
chr1:144908806-144909147,NM_004892,SEC22B
chr1:144927217-144927550,NM_001039703,NBPF10
chr1:144927217-144927550,NM_203458,NOTCH2NL
chr1:144927217-144927550,NM_001195260;NM_001198832,PDE4DIP
chr1:144927217-144927550,NM_004892,SEC22B
chr1:144986415-144987071,NM_001039703,NBPF10
chr1:144986415-144987071,NM_203458,NOTCH2NL
chr1:144986415-144987071,NM_001002812;NM_014644;NM_001002810;NM_001198834;NM_001195261;NM_001195260;NM_001198832,PDE4DIP
chr1:144986415-144987071,NM_004892,SEC22B
chr1:144987154-144987391,NM_001039703,NBPF10
chr1:144987154-144987391,NM_203458,NOTCH2NL
chr1:144987154-144987391,NM_001195260;NM_001198832,PDE4DIP
chr1:144988079-144988414,NM_001039703,NBPF10
chr1:144988079-144988414,NM_203458,NOTCH2NL
chr1:144988079-144988414,NM_001002812;NM_014644;NM_001002810;NM_001198834;NM_001195261;NM_001195260;NM_001198832,PDE4DIP
chr1:145009158-145009716,NM_001039703,NBPF10
chr1:145009158-145009716,NM_203458,NOTCH2NL
chr1:145009158-145009716,NM_001195260;NM_001198832,PDE4DIP
chr1:145009158-145009716,NM_004892,SEC22B
chr1:145012331-145013054,NM_001039703,NBPF10
chr1:145012331-145013054,NM_203458,NOTCH2NL
chr1:145012331-145013054,NM_001195260;NM_001198832,PDE4DIP
chr1:145023690-145024549,NM_001039703,NBPF10
chr1:145023690-145024549,NM_203458,NOTCH2NL
chr1:145023690-145024549,NM_001195260;NM_001198832,PDE4DIP
chr1:145023690-145024549,NM_004892,SEC22B
chr1:145042783-145043227,NM_001039703,NBPF10
chr1:145042783-145043227,NM_203458,NOTCH2NL
chr1:145042783-145043227,NM_001195260;NM_001198832,PDE4DIP
chr1:145042783-145043227,NM_004892,SEC22B
chr1:145054975-145055306,NM_001039703,NBPF10
chr1:145054975-145055306,NM_203458,NOTCH2NL
chr1:145054975-145055306,NM_001195260;NM_001198832,PDE4DIP
chr1:145054975-145055306,NM_004892,SEC22B
chr1:145058996-145059322,NM_001039703,NBPF10
chr1:145058996-145059322,NM_203458,NOTCH2NL
chr1:145058996-145059322,NM_001195260;NM_001198832,PDE4DIP
chr1:145058996-145059322,NM_004892,SEC22B
chr1:145064438-145064839,NM_001195260,PDE4DIP
chr1:145090155-145090603,NM_001039703,NBPF10
chr1:145090155-145090603,NM_203458,NOTCH2NL
chr1:145090155-145090603,NM_001195260;NM_001198832,PDE4DIP
chr1:145090155-145090603,NM_004892,SEC22B
chr1:145092450-145092883,NM_022359,PDE4DIP
chr1:145092450-145092883,NM_004892,SEC22B
chr1:145113904-145114998,NM_001039703,NBPF10
chr1:145113904-145114998,NM_203458,NOTCH2NL
chr1:145113904-145114998,NM_001195260;NM_001198832,PDE4DIP
chr1:145113904-145114998,NM_004892,SEC22B
chr1:145189239-145189416,NM_001039703,NBPF10
chr1:145189239-145189416,NM_203458,NOTCH2NL
chr1:145189239-145189416,NM_001195260;NM_001198832,PDE4DIP
chr1:145189239-145189416,NM_004892,SEC22B
chr1:145195834-145196197,NM_001039703,NBPF10
chr1:145195834-145196197,NM_203458,NOTCH2NL
chr1:145195834-145196197,NM_001195260;NM_001198832,PDE4DIP
chr1:145195834-145196197,NM_004892,SEC22B
chr1:145226678-145226829,NM_001039703,NBPF10
chr1:145226678-145226829,NM_203458,NOTCH2NL
chr1:145226678-145226829,NM_001195260;NM_001198832,PDE4DIP
chr1:145226678-145226829,NM_004892,SEC22B
chr1:145433530-145433648,NM_001039703,NBPF10
chr1:145433530-145433648,NM_203458,NOTCH2NL
chr1:145433530-145433648,NM_001195260;NM_001198832,PDE4DIP
chr1:145433530-145433648,NM_004892,SEC22B
chr1:145435103-145435641,NM_001039888,ANKRD34A
chr1:145435103-145435641,NM_007053,CD160
chr1:145435103-145435641,NM_006472,TXNIP
chr1:145454760-145454851,NM_001039703,NBPF10
chr1:145454760-145454851,NM_203458,NOTCH2NL
chr1:145454760-145454851,NM_001195260;NM_001198832,PDE4DIP
chr1:145454760-145454851,NM_004892,SEC22B
chr1:145454760-145454851,NM_006472,TXNIP
chr1:145455122-145455741,NM_007053,CD160
chr1:145455122-145455741,NM_001039703,NBPF10
chr1:145455122-145455741,NM_203458,NOTCH2NL
chr1:145455122-145455741,NM_001195260;NM_001198832,PDE4DIP
chr1:145455122-145455741,NM_004892,SEC22B
chr1:145455122-145455741,NM_006472,TXNIP
chr1:145519496-145519624,NM_001039703,NBPF10
chr1:145519496-145519624,NM_006472,TXNIP
chr1:145526126-145526326,NM_003637,ITGA10
chr1:145526126-145526326,NM_022359,PDE4DIP
chr1:145640932-145641287,NM_001039703,NBPF10
chr1:146612089-146612358,NM_004284,CHD1L
chr1:146612089-146612358,NM_005399,PRKAB2
chr1:146624494-146624779,NM_004284,CHD1L
chr1:146624494-146624779,NM_005399,PRKAB2
chr1:146956714-146956895,NM_016334,GPR89B
chr1:147080043-147080251,NM_004326,BCL9
chr1:147080043-147080251,NM_004284,CHD1L
chr1:147080043-147080251,NM_005399,PRKAB2
chr1:147775754-147775884,NM_015383,NBPF14
chr1:14843752-14844090,NM_015209;NM_201628,KAZN
chr1:14848264-14848527,NM_001018000;NM_001018001,KAZN
chr1:14926383-14926731,NM_015209;NM_201628,KAZN
chr1:14927160-14927496,NM_015209;NM_201628,KAZN
chr1:149853331-149853687,NM_016274,PLEKHO1
chr1:149978692-149979077,NM_012113,CA14
chr1:149978692-149979077,NM_020205,OTUD7B
chr1:149978692-149979077,NM_014849,SV2A
chr1:149984633-149984917,NM_014849,SV2A
chr1:150134154-150134397,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150134154-150134397,NM_016274,PLEKHO1
chr1:150134154-150134397,NM_004698,PRPF3
chr1:150135231-150135764,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150135231-150135764,NM_016274,PLEKHO1
chr1:150135231-150135764,NM_004698,PRPF3
chr1:150154529-150154860,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150154529-150154860,NM_014849,SV2A
chr1:150159099-150159241,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150159099-150159241,NM_016274,PLEKHO1
chr1:150159099-150159241,NM_004698,PRPF3
chr1:150185878-150186128,NM_001136479,ANP32E
chr1:150185878-150186128,NM_003517,HIST2H2AC
chr1:150185878-150186128,NM_015203,RPRD2
chr1:150185878-150186128,NM_007259,VPS45
chr1:150231710-150231944,NM_012113,CA14
chr1:150231710-150231944,NM_001202858;NM_004425;NM_022664,ECM1
chr1:15032293-15032599,NM_015209;NM_201628,KAZN
chr1:150577042-150577503,NM_001038707;NM_020239,CDC42SE1
chr1:150577042-150577503,NM_001199739;NM_004079,CTSS
chr1:150577042-150577503,NM_001163258;NM_018379,FAM63A
chr1:150577042-150577503,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150577042-150577503,NM_016274,PLEKHO1
chr1:150577042-150577503,NM_004698,PRPF3
chr1:150585815-150586394,NM_001136479,ANP32E
chr1:150585815-150586394,NM_001038707;NM_020239,CDC42SE1
chr1:150585815-150586394,NM_001199739;NM_004079,CTSS
chr1:150585815-150586394,NM_001163259;NM_001163260;NM_001040217;NM_001163258;NM_018379,FAM63A
chr1:150585815-150586394,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150585815-150586394,NM_016274,PLEKHO1
chr1:150585815-150586394,NM_004698,PRPF3
chr1:150592182-150592667,NM_001136479,ANP32E
chr1:150592182-150592667,NM_001038707;NM_020239,CDC42SE1
chr1:150592182-150592667,NM_001199739;NM_004079,CTSS
chr1:150592182-150592667,NM_001163258;NM_018379,FAM63A
chr1:150592182-150592667,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150592182-150592667,NM_016274,PLEKHO1
chr1:150592182-150592667,NM_004698,PRPF3
chr1:15059594-15059681,NM_015209;NM_201628,KAZN
chr1:150735950-150736336,NM_001038707;NM_020239,CDC42SE1
chr1:150735950-150736336,NM_001199739;NM_004079,CTSS
chr1:150735950-150736336,NM_001163259;NM_001163260;NM_001040217;NM_001163258;NM_018379,FAM63A
chr1:150735950-150736336,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150735950-150736336,NM_004698,PRPF3
chr1:150735950-150736336,NM_024575;NM_001204848,TNFAIP8L2
chr1:150949569-150950014,NM_001197325;NM_001668;NM_178427,ARNT
chr1:150949569-150950014,NM_001038707;NM_020239,CDC42SE1
chr1:150949569-150950014,NM_001199739;NM_004079,CTSS
chr1:150949569-150950014,NM_001163259;NM_001163260;NM_001040217;NM_001163258;NM_018379,FAM63A
chr1:150949569-150950014,NM_022075;NM_181746,LASS2
chr1:150949569-150950014,NM_001197320;NM_021960;NM_182763,MCL1
chr1:150949569-150950014,NM_001198773;NM_001198775;NM_002651;NM_001198774,PI4KB
chr1:150949569-150950014,NM_207171;NM_001194937;NM_001194938;NM_015100;NM_145796,POGZ
chr1:150949569-150950014,NM_021222,PRUNE
chr1:150949569-150950014,NM_000449;NM_001025603,RFX5
chr1:150949569-150950014,NM_003944,SELENBP1
chr1:150949569-150950014,NM_001145415;NM_012432,SETDB1
chr1:150949569-150950014,NM_024575;NM_001204848,TNFAIP8L2
chr1:150949569-150950014,NM_020832,ZNF687
chr1:151168297-151168505,NM_001159642;NM_138278,BNIPL
chr1:151168297-151168505,NM_001204856;NM_024041,SCNM1
chr1:151168297-151168505,NM_001126337;NM_020127,TUFT1
chr1:151172142-151172526,NM_001163259;NM_001163260,FAM63A
chr1:151172142-151172526,NM_144618,GABPB2
chr1:151172142-151172526,NM_212551;NM_001136543,LYSMD1
chr1:151172142-151172526,NM_207171,POGZ
chr1:151172142-151172526,NM_030918,SNX27
chr1:151172142-151172526,NM_013353,TMOD4
chr1:151172620-151173197,NM_013353,TMOD4
chr1:151249767-151250096,NM_001038707;NM_020239,CDC42SE1
chr1:151249767-151250096,NM_001163258;NM_018379,FAM63A
chr1:151249767-151250096,NM_001198773;NM_001198775;NM_002651;NM_001198774,PI4KB
chr1:151249767-151250096,NM_000449;NM_001025603,RFX5
chr1:151249767-151250096,NM_024575;NM_001204848,TNFAIP8L2
chr1:151249767-151250096,NM_020832,ZNF687
chr1:151284018-151284391,NM_001038707;NM_020239,CDC42SE1
chr1:151284018-151284391,NM_001163258;NM_018379,FAM63A
chr1:151284018-151284391,NM_001198773;NM_001198775;NM_002651;NM_001198774,PI4KB
chr1:151284018-151284391,NM_000449;NM_001025603,RFX5
chr1:151284018-151284391,NM_024575;NM_001204848,TNFAIP8L2
chr1:151284018-151284391,NM_020832,ZNF687
chr1:15144272-15144506,NM_015209;NM_201628,KAZN
chr1:151445792-151446161,NM_017860,C1orf56
chr1:151445792-151446161,NM_016178,OAZ3
chr1:151445792-151446161,NM_001144956,RIIAD1
chr1:151485676-151485841,NM_001136003,C2CD4D
chr1:151485676-151485841,NM_020770,CGN
chr1:151485676-151485841,NM_001126337;NM_020127,TUFT1
chr1:151486181-151486300,NM_020770,CGN
chr1:151486181-151486300,NM_005060,RORC
chr1:151486181-151486300,NM_003944,SELENBP1
chr1:151692599-151692830,NM_001172648;NM_001172649;NM_007185,CELF3
chr1:151792678-151793001,NM_001001523,RORC
chr1:151795693-151795913,NM_001001523;NM_005060,RORC
chr1:151795693-151795913,NM_001008536,TCHHL1
chr1:151809390-151809745,NM_001136003,C2CD4D
chr1:151809390-151809745,NM_005060,RORC
chr1:151871280-151871437,NM_053055,THEM4
chr1:151877533-151877895,NM_053055,THEM4
chr1:151909443-151909536,NM_002966,S100A10
chr1:151913142-151913275,NM_001009931,HRNR
chr1:151913142-151913275,NM_002966,S100A10
chr1:151913574-151913780,NM_002966,S100A10
chr1:151913815-151914271,NM_002966,S100A10
chr1:151918898-151919222,NM_002966,S100A10
chr1:151941985-151942109,NM_002966,S100A10
chr1:151945068-151945221,NM_002966,S100A10
chr1:151945068-151945221,NM_005620,S100A11
chr1:151945068-151945221,NM_001126337;NM_020127,TUFT1
chr1:151960875-151961433,NM_002966,S100A10
chr1:151960875-151961433,NM_005620,S100A11
chr1:151961675-151962369,NM_002966,S100A10
chr1:151961675-151962369,NM_005620,S100A11
chr1:151973450-151973865,NM_002966,S100A10
chr1:152001678-152001977,NM_002966,S100A10
chr1:152001678-152001977,NM_005620,S100A11
chr1:152006910-152007460,NM_005620,S100A11
chr1:152006910-152007460,NM_030918,SNX27
chr1:152007615-152008057,NM_053055,THEM4
chr1:152010545-152011004,NM_005620,S100A11
chr1:152010545-152011004,NM_030918,SNX27
chr1:152022022-152022514,NM_002966,S100A10
chr1:152022022-152022514,NM_005620,S100A11
chr1:152022022-152022514,NM_030918,SNX27
chr1:152116191-152116374,NM_178431,LCE3A
chr1:152137288-152137323,NM_001172648;NM_001172649;NM_007185,CELF3
chr1:152137288-152137323,NM_001009931,HRNR
chr1:152569943-152570201,NM_001024679,C1orf68
chr1:152569943-152570201,NM_001009931,HRNR
chr1:152927734-152927742,NM_001024679,C1orf68
chr1:152927734-152927742,NM_178349,LCE1B
chr1:152984765-152984957,NM_178356,LCE4A
chr1:153337774-153338142,NM_005621,S100A12
chr1:153337774-153338142,NM_002964,S100A8
chr1:153337774-153338142,NM_002965,S100A9
chr1:153358841-153359368,NM_005621,S100A12
chr1:153358841-153359368,NM_002961;NM_019554,S100A4
chr1:153358841-153359368,NM_002964,S100A8
chr1:153358841-153359368,NM_002965,S100A9
chr1:153361312-153361704,NM_005621,S100A12
chr1:153361312-153361704,NM_001045479,S100A7L2
chr1:153361312-153361704,NM_002964,S100A8
chr1:153361312-153361704,NM_002965,S100A9
chr1:153366487-153366797,NM_005621,S100A12
chr1:153366487-153366797,NM_002964,S100A8
chr1:153366487-153366797,NM_002965,S100A9
chr1:153488459-153488748,NM_020393,PGLYRP4
chr1:153488459-153488748,NM_020672,S100A14
chr1:153488459-153488748,NM_080388,S100A16
chr1:153488459-153488748,NM_005978,S100A2
chr1:153488459-153488748,NM_014624,S100A6
chr1:153504746-153504953,NM_052891,PGLYRP3
chr1:153504746-153504953,NM_001045479,S100A7L2
chr1:153504746-153504953,NM_014437,SLC39A1
chr1:153525322-153525412,NM_052891,PGLYRP3
chr1:153525322-153525412,NM_005621,S100A12
chr1:153525322-153525412,NM_002961;NM_019554,S100A4
chr1:153525322-153525412,NM_001045479,S100A7L2
chr1:153525322-153525412,NM_002965,S100A9
chr1:153526279-153526545,NM_001206612;NM_015607,CHTOP
chr1:153526279-153526545,NM_005621,S100A12
chr1:153526279-153526545,NM_001024210,S100A13
chr1:153526279-153526545,NM_002961;NM_019554,S100A4
chr1:153526279-153526545,NM_002964,S100A8
chr1:153526279-153526545,NM_002965,S100A9
chr1:153541018-153541368,NM_052891,PGLYRP3
chr1:153541018-153541368,NM_001024213;NM_001024212;NM_001024211,S100A13
chr1:153541018-153541368,NM_020672,S100A14
chr1:153541018-153541368,NM_080388,S100A16
chr1:153541018-153541368,NM_005978,S100A2
chr1:153541018-153541368,NM_014624,S100A6
chr1:153541018-153541368,NM_001045479,S100A7L2
chr1:153545866-153546049,NM_005621,S100A12
chr1:153545866-153546049,NM_002961;NM_019554,S100A4
chr1:153545866-153546049,NM_001045479,S100A7L2
chr1:153545866-153546049,NM_002965,S100A9
chr1:153549643-153549828,NM_052891,PGLYRP3
chr1:153549643-153549828,NM_001045479,S100A7L2
chr1:153583449-153583810,NM_052891,PGLYRP3
chr1:153583449-153583810,NM_020393,PGLYRP4
chr1:153583449-153583810,NM_001024213;NM_001024212,S100A13
chr1:153583449-153583810,NM_020672,S100A14
chr1:153583449-153583810,NM_080388,S100A16
chr1:153583449-153583810,NM_005978,S100A2
chr1:153583449-153583810,NM_014624,S100A6
chr1:153583449-153583810,NM_176823,S100A7A
chr1:153583449-153583810,NM_001045479,S100A7L2
chr1:153670755-153671012,NM_005621,S100A12
chr1:153670755-153671012,NM_002965,S100A9
chr1:153715466-153715694,NM_023015,INTS3
chr1:153715466-153715694,NM_052891,PGLYRP3
chr1:153762591-153763309,NM_000906,NPR1
chr1:154302207-154302441,NM_020452,ATP8B2
chr1:154302207-154302441,NM_000748,CHRNB2
chr1:154359135-154359469,NM_020452,ATP8B2
chr1:154359135-154359469,NM_181715,CRTC2
chr1:154359135-154359469,NM_014856,DENND4B
chr1:154359135-154359469,NM_020699,GATAD2B
chr1:154359135-154359469,NM_001030,RPS27
chr1:154359135-154359469,NM_001127320,UBAP2L
chr1:154391539-154392211,NM_001193495;NM_001111;NM_015840;NM_015841,ADAR
chr1:154391539-154392211,NM_181715,CRTC2
chr1:154391539-154392211,NM_020699,GATAD2B
chr1:154391539-154392211,NM_000565;NM_001206866;NM_181359,IL6R
chr1:154391539-154392211,NM_001127320,UBAP2L
chr1:154392646-154393050,NM_001111;NM_015840;NM_015841,ADAR
chr1:154392646-154393050,NM_001098616;NM_015449;NM_138740,C1orf43
chr1:154392646-154393050,NM_181715,CRTC2
chr1:154392646-154393050,NM_000565;NM_001206866;NM_181359,IL6R
chr1:154392646-154393050,NM_001127320;NM_014847,UBAP2L
chr1:154395894-154396284,NM_001111;NM_015840;NM_015841,ADAR
chr1:154395894-154396284,NM_001098616;NM_015449;NM_138740,C1orf43
chr1:154395894-154396284,NM_000565;NM_001206866;NM_181359,IL6R
